EZIAMA,ABA NORTH,ABIA
INDUSTRIAL AREA,ABA NORTH,ABIA
OSUSU I,ABA NORTH,ABIA
OSUSU II,ABA NORTH,ABIA
ST.EUGENES BY OKIGWE RD.,ABA NORTH,ABIA
URATTA,ABA NORTH,ABIA
OLD ABA GRA,ABA NORTH,ABIA
UMUOLA,ABA NORTH,ABIA
ARIARIA MARKET,ABA NORTH,ABIA
OGBOR I,ABA NORTH,ABIA
OGBOR II,ABA NORTH,ABIA
UMUOGOR,ABA NORTH,ABIA
EZIUKWU,ABA SOUTH,ABIA
ASA,ABA SOUTH,ABIA
ENYIMBA,ABA SOUTH,ABIA
NGWA,ABA SOUTH,ABIA
OHAZU I,ABA SOUTH,ABIA
OHAZU II,ABA SOUTH,ABIA
IGWEBUIKE,ABA SOUTH,ABIA
EKEOHA,ABA SOUTH,ABIA
GLOUCESTER,ABA SOUTH,ABIA
MOSQUE,ABA SOUTH,ABIA
ABA RIVER,ABA SOUTH,ABIA
ABA TOWN HALL,ABA SOUTH,ABIA
OVUKWU,AROCHUKWU,ABIA
OHAEKE,AROCHUKWU,ABIA
OHAFOR I,AROCHUKWU,ABIA
OHAFOR II,AROCHUKWU,ABIA
AROCHUKWU I,AROCHUKWU,ABIA
AROCHUKWU II,AROCHUKWU,ABIA
IKWUN IHECHIOWA,AROCHUKWU,ABIA
ELEOHA IHECHIOWA,AROCHUKWU,ABIA
UTUTU,AROCHUKWU,ABIA
ISU,AROCHUKWU,ABIA
AROCHUKWU III,AROCHUKWU,ABIA
AMANKALU/AKOLIUFU,BENDE,ABIA
BENDE,BENDE,ABIA
UGWUEKE/EZEUKWU,BENDE,ABIA
IGBERE 'A',BENDE,ABIA
IGBERE 'B',BENDE,ABIA
ITEM A,BENDE,ABIA
ITEM B,BENDE,ABIA
ITEM C,BENDE,ABIA
ITUMBAUZO,BENDE,ABIA
OZUITEM,BENDE,ABIA
UMUHU / EZECHI,BENDE,ABIA
UMU - IMENYI,BENDE,ABIA
UZUAKOLI,BENDE,ABIA
OLOKO I,IKWUANO,ABIA
OLOKO II,IKWUANO,ABIA
IBERE I,IKWUANO,ABIA
IBERE II,IKWUANO,ABIA
OBORO I,IKWUANO,ABIA
OBORO II,IKWUANO,ABIA
OBORO III,IKWUANO,ABIA
OBORO IV,IKWUANO,ABIA
ARIAM,IKWUANO,ABIA
USAKA,IKWUANO,ABIA
AMASAA NSULU,ISIALA NGWA NORTH,ABIA
UMUNNA NSULU,ISIALA NGWA NORTH,ABIA
ISIALA NSULU,ISIALA NGWA NORTH,ABIA
NGWA UKWU I,ISIALA NGWA NORTH,ABIA
NGWA UKWU II,ISIALA NGWA NORTH,ABIA
IHIE,ISIALA NGWA NORTH,ABIA
AMASAA NTIGHA,ISIALA NGWA NORTH,ABIA
AMAPU NTIGHA,ISIALA NGWA NORTH,ABIA
UMUOHA,ISIALA NGWA NORTH,ABIA
MBAWSI / UMUOMAINTA,ISIALA NGWA NORTH,ABIA
AMAISE / AMAISE ANABA,ISIALA NGWA SOUTH,ABIA
NGWAOBI,ISIALA NGWA SOUTH,ABIA
MBUTU UKWU,ISIALA NGWA SOUTH,ABIA
MBUTU NGWA,ISIALA NGWA SOUTH,ABIA
EHINA GURU OSOKWA,ISIALA NGWA SOUTH,ABIA
AKUNEKPU EZIAMA NA OBUBA,ISIALA NGWA SOUTH,ABIA
OMOBA,ISIALA NGWA SOUTH,ABIA
OVUNGWU,ISIALA NGWA SOUTH,ABIA
OVUOKWU,ISIALA NGWA SOUTH,ABIA
OKPORO AHABA,ISIALA NGWA SOUTH,ABIA
IMENYI,ISUIKWUATO,ABIA
EZERE,ISUIKWUATO,ABIA
ISIALA AMAWU,ISUIKWUATO,ABIA
ISU AMAWU,ISUIKWUATO,ABIA
OGUNDUASA,ISUIKWUATO,ABIA
UMUNNEKWU,ISUIKWUATO,ABIA
ACHARA / MGBUGWU,ISUIKWUATO,ABIA
IKEAGHA I,ISUIKWUATO,ABIA
IKEAGHA II,ISUIKWUATO,ABIA
UMUANYI / ABSU,ISUIKWUATO,ABIA
ABAYI I,OBINGWA,ABIA
ABAYI II,OBINGWA,ABIA
MGBOKO UMUANUNU,OBINGWA,ABIA
MGBOKO ITUNGWA,OBINGWA,ABIA
AHIABA,OBINGWA,ABIA
MABOKO AMAIRI,OBINGWA,ABIA
ALAUKWU OHANZE,OBINGWA,ABIA
AKUMAIMO,OBINGWA,ABIA
NDIAKATA / AMAIRINABUA,OBINGWA,ABIA
NTIGHAUZO AMAIRI,OBINGWA,ABIA
IBEME,OBINGWA,ABIA
ISIAMA OHAFIA,OHAFIA,ABIA
EBEM OHAFIA,OHAFIA,ABIA
NDI ELU NKPORO,OHAFIA,ABIA
NDI ETITI NKPORO,OHAFIA,ABIA
AMAEKE ABIRIBA,OHAFIA,ABIA
AMAOGUDU ABIRIBA,OHAFIA,ABIA
AGBOJI ABIRIBA,OHAFIA,ABIA
OHAFOR OHAFIA,OHAFIA,ABIA
OKAMU OHAFIA,OHAFIA,ABIA
ANIA OHOAFIA,OHAFIA,ABIA
NDI AGBO NKPORO,OHAFIA,ABIA
AMAVO,OSISIOMA,ABIA
AMAITOLU MBUTU UMUOJIMA,OSISIOMA,ABIA
AMASATOR,OSISIOMA,ABIA
ARO - NGWA,OSISIOMA,ABIA
AMA - ASAA,OSISIOMA,ABIA
OSO - OKWA,OSISIOMA,ABIA
URTTA,OSISIOMA,ABIA
AMATOR,OSISIOMA,ABIA
UMUNNEISE,OSISIOMA,ABIA
OKPOR - UMUOBO,OSISIOMA,ABIA
WARD ONE,UGWUNAGBO,ABIA
WARD TWO,UGWUNAGBO,ABIA
WARD THREE,UGWUNAGBO,ABIA
WARD FOUR,UGWUNAGBO,ABIA
WARD FIVE,UGWUNAGBO,ABIA
WARD SIX,UGWUNAGBO,ABIA
WARD SEVEN,UGWUNAGBO,ABIA
WARD EIGHT,UGWUNAGBO,ABIA
WARD NINE,UGWUNAGBO,ABIA
WARD TEN,UGWUNAGBO,ABIA
IKWURIATOR EAST,UKWA EAST,ABIA
IKWURIATOR WEST,UKWA EAST,ABIA
AZUMINI,UKWA EAST,ABIA
UMUIGUBE ACHARA,UKWA EAST,ABIA
AKWETE,UKWA EAST,ABIA
OBOHIA,UKWA EAST,ABIA
IKWUEKE EAST,UKWA EAST,ABIA
IKWUEKE WEST,UKWA EAST,ABIA
NKPOROBE/OHURU,UKWA EAST,ABIA
IKWUORIE,UKWA EAST,ABIA
ASA NORTH,UKWA WEST,ABIA
OBOKWE,UKWA WEST,ABIA
OGWE,UKWA WEST,ABIA
ASA SOUTH,UKWA WEST,ABIA
OBUZOR,UKWA WEST,ABIA
IPU WEST,UKWA WEST,ABIA
IPU EAST,UKWA WEST,ABIA
IPU SOUTH,UKWA WEST,ABIA
OZAA UKWU,UKWA WEST,ABIA
OZAA WEST,UKWA WEST,ABIA
IBEKU EAST I,UMUAHIA NORTH,ABIA
IBEKU EAST II,UMUAHIA NORTH,ABIA
NDUME,UMUAHIA NORTH,ABIA
IBEKU WEST,UMUAHIA NORTH,ABIA
UMUAHIA URBAN I,UMUAHIA NORTH,ABIA
UMUAHIA URBAN II,UMUAHIA NORTH,ABIA
UMUAHIA URBAN III,UMUAHIA NORTH,ABIA
NKWOACHARA,UMUAHIA NORTH,ABIA
NKWOEGWU,UMUAHIA NORTH,ABIA
AFUGIRI,UMUAHIA NORTH,ABIA
UMUHU,UMUAHIA NORTH,ABIA
ISINGWU,UMUAHIA NORTH,ABIA
EZELEKE/OGBODIUKWU,UMUAHIA SOUTH,ABIA
OMAEGWU,UMUAHIA SOUTH,ABIA
OHIAOCHA,UMUAHIA SOUTH,ABIA
AHIAUKWU I,UMUAHIA SOUTH,ABIA
AHIAUKWU II,UMUAHIA SOUTH,ABIA
OLD UMUAHIA,UMUAHIA SOUTH,ABIA
AMAKAMA,UMUAHIA SOUTH,ABIA
UBAKALA 'A',UMUAHIA SOUTH,ABIA
NSIRIMO,UMUAHIA SOUTH,ABIA
UBAKALA 'B',UMUAHIA SOUTH,ABIA
AMUDA,UMU - NNEOCHI,ABIA
UMUAKU,UMU - NNEOCHI,ABIA
MBALA/ACHARA,UMU - NNEOCHI,ABIA
EZINGODO,UMU - NNEOCHI,ABIA
NDIAWA/UMUELEM/I,UMU - NNEOCHI,ABIA
EZIAMA - UGWU,UMU - NNEOCHI,ABIA
EZIAMA - AGBO,UMU - NNEOCHI,ABIA
UBAHU/AKAWA/AROKPA,UMU - NNEOCHI,ABIA
UMUCHIEZE I,UMU - NNEOCHI,ABIA
UMUCHIEZE II,UMU - NNEOCHI,ABIA
UMUCHIEZE III,UMU - NNEOCHI,ABIA
OBINOLU/OBIAGU/LA,UMU - NNEOCHI,ABIA
BILLE,DEMSA,ADAMAWA
BORRONG,DEMSA,ADAMAWA
DEMSA,DEMSA,ADAMAWA
DILLI,DEMSA,ADAMAWA
DONG,DEMSA,ADAMAWA
DWAM,DEMSA,ADAMAWA
GWAMBA,DEMSA,ADAMAWA
KPASHAM,DEMSA,ADAMAWA
MBULA KULI,DEMSA,ADAMAWA
NASSARAWO DEMSA,DEMSA,ADAMAWA
BETI,FUFORE,ADAMAWA
FARANG,FUFORE,ADAMAWA
FUFORE,FUFORE,ADAMAWA
GURIN,FUFORE,ADAMAWA
KARLAHI,FUFORE,ADAMAWA
MAYO INE,FUFORE,ADAMAWA
PARIYA,FUFORE,ADAMAWA
RIBADU,FUFORE,ADAMAWA
UKI TUKI,FUFORE,ADAMAWA
WURO BOKKI,FUFORE,ADAMAWA
YADIM,FUFORE,ADAMAWA
BAKARI GUSO,GANYE,ADAMAWA
GAMU,GANYE,ADAMAWA
GANYE I,GANYE,ADAMAWA
GANYE II,GANYE,ADAMAWA
GURUM,GANYE,ADAMAWA
JAGGU,GANYE,ADAMAWA
SANGASUMI,GANYE,ADAMAWA
SUGU,GANYE,ADAMAWA
TIMDORE,GANYE,ADAMAWA
YEBBI,GANYE,ADAMAWA
DAKRI,GIRE 1,ADAMAWA
DAMARE,GIRE 1,ADAMAWA
GEREI I,GIRE 1,ADAMAWA
GIREI II,GIRE 1,ADAMAWA
GERENG,GIRE 1,ADAMAWA
JERA BAKARI,GIRE 1,ADAMAWA
JERA BONYO,GIRE 1,ADAMAWA
MODIRE/ VINIKILANG,GIRE 1,ADAMAWA
TAMBO,GIRE 1,ADAMAWA
WURO DOLE,GIRE 1,ADAMAWA
BOGA/ DINGAI,GOMBI,ADAMAWA
DUWA,GOMBI,ADAMAWA
GA'ANDA,GOMBI,ADAMAWA
GABUN,GOMBI,ADAMAWA
GOMBI NORTH,GOMBI,ADAMAWA
GOMBI SOUTH,GOMBI,ADAMAWA
GARKIDA,GOMBI,ADAMAWA
GUYAKU,GOMBI,ADAMAWA
TAWA,GOMBI,ADAMAWA
YANG,GOMBI,ADAMAWA
BANJIRAM,GUYUK,ADAMAWA
BOBINI,GUYUK,ADAMAWA
BODENO,GUYUK,ADAMAWA
CHIKILA,GUYUK,ADAMAWA
DUKUL,GUYUK,ADAMAWA
DUMNA,GUYUK,ADAMAWA
GUYUK,GUYUK,ADAMAWA
KOLA,GUYUK,ADAMAWA
LOKORO,GUYUK,ADAMAWA
PUROKAYO,GUYUK,ADAMAWA
BANGSHIKA,HONG,ADAMAWA
DAKSIRI,HONG,ADAMAWA
GARAHA,HONG,ADAMAWA
GAYA,HONG,ADAMAWA
HILDI,HONG,ADAMAWA
HONG,HONG,ADAMAWA
HUSHERE ZUM,HONG,ADAMAWA
KWARHI,HONG,ADAMAWA
MAYO LOPE,HONG,ADAMAWA
SHANGUI,HONG,ADAMAWA
THILBANG,HONG,ADAMAWA
UBA,HONG,ADAMAWA
DANABA,JADA,ADAMAWA
JADA I,JADA,ADAMAWA
JADA II,JADA,ADAMAWA
KOMA I,JADA,ADAMAWA
KOMA II,JADA,ADAMAWA
LEKO,JADA,ADAMAWA
MAPEO,JADA,ADAMAWA
MAYOKALAYE,JADA,ADAMAWA
MBULO,JADA,ADAMAWA
NYIBANGO,JADA,ADAMAWA
YELLI,JADA,ADAMAWA
DUBWANGUN,LAMURDE,ADAMAWA
GYAWANA,LAMURDE,ADAMAWA
LAFIYA,LAMURDE,ADAMAWA
LAMURDE,LAMURDE,ADAMAWA
MGBEBONGUN,LAMURDE,ADAMAWA
NGBAKOWO,LAMURDE,ADAMAWA
OPALO,LAMURDE,ADAMAWA
RIGANGE,LAMURDE,ADAMAWA
SUWA,LAMURDE,ADAMAWA
WADUKU,LAMURDE,ADAMAWA
BABEL,MADAGALI,ADAMAWA
DUHU/ SHUWA,MADAGALI,ADAMAWA
GULAK,MADAGALI,ADAMAWA
HYAMBULA,MADAGALI,ADAMAWA
K/WURO NGAYANDI,MADAGALI,ADAMAWA
MADAGALI,MADAGALI,ADAMAWA
PALLAM,MADAGALI,ADAMAWA
SHELMI / SUKUR/ VAPURA,MADAGALI,ADAMAWA
WAGGA,MADAGALI,ADAMAWA
WULA,MADAGALI,ADAMAWA
BELEL,MAIHA,ADAMAWA
HUMBUTUDI,MAIHA,ADAMAWA
KONKOL,MAIHA,ADAMAWA
MAIHA GARI,MAIHA,ADAMAWA
MANJEKIN,MAIHA,ADAMAWA
MAYONGULI,MAIHA,ADAMAWA
PAKKA,MAIHA,ADAMAWA
SORAU 'A',MAIHA,ADAMAWA
SORAU 'B',MAIHA,ADAMAWA
TAMBAJAM,MAIHA,ADAMAWA
BAJAMA,MAYO - BELWA,ADAMAWA
BINYERI,MAYO - BELWA,ADAMAWA
GANGFADA,MAYO - BELWA,ADAMAWA
GENGLE,MAYO - BELWA,ADAMAWA
GOROBI,MAYO - BELWA,ADAMAWA
MAYO-BELWA,MAYO - BELWA,ADAMAWA
MAYO FARANG,MAYO - BELWA,ADAMAWA
NASSARAWO JERENG,MAYO - BELWA,ADAMAWA
NDIKONG,MAYO - BELWA,ADAMAWA
RIBADU,MAYO - BELWA,ADAMAWA
TOLA,MAYO - BELWA,ADAMAWA
YOFFO,MAYO - BELWA,ADAMAWA
BAZZA MARGI,MICHIKA,ADAMAWA
FUTUDOU / FUTULES,MICHIKA,ADAMAWA
GARTA / GHUNCHI,MICHIKA,ADAMAWA
JIGALAMBU,MICHIKA,ADAMAWA
MADZI,MICHIKA,ADAMAWA
MICHIKA I,MICHIKA,ADAMAWA
MICHIKA II,MICHIKA,ADAMAWA
MINKISI/ WURO NGIKI,MICHIKA,ADAMAWA
MODA / DLAKA / GHENJUWA,MICHIKA,ADAMAWA
MUNKAVICITA,MICHIKA,ADAMAWA
SINA / KAMALE / KWANDE,MICHIKA,ADAMAWA
THUKUDOU / SUFUKU / ZAH,MICHIKA,ADAMAWA
SUKUMU / TILLIJO,MICHIKA,ADAMAWA
TUMBARA / NGABILI,MICHIKA,ADAMAWA
VI / BOKA,MICHIKA,ADAMAWA
WAMBLIMI / TILLI,MICHIKA,ADAMAWA
BAHULI,MUBI NORTH,ADAMAWA
BETSO,MUBI NORTH,ADAMAWA
DIGIL,MUBI NORTH,ADAMAWA
KOLERE,MUBI NORTH,ADAMAWA
LOKUWA,MUBI NORTH,ADAMAWA
MAYO BANI,MUBI NORTH,ADAMAWA
MIJILU,MUBI NORTH,ADAMAWA
MUCHALLA,MUBI NORTH,ADAMAWA
SABON LAYI,MUBI NORTH,ADAMAWA
VIMTIM,MUBI NORTH,ADAMAWA
YELWA,MUBI NORTH,ADAMAWA
DIRBISHI/GANDIRA,MUBI SOUTH,ADAMAWA
DUVU/ CHABA/ GIRBURUM,MUBI SOUTH,ADAMAWA
GELLA,MUBI SOUTH,ADAMAWA
GUDE,MUBI SOUTH,ADAMAWA
KWAJA,MUBI SOUTH,ADAMAWA
LAMORDE,MUBI SOUTH,ADAMAWA
MUJARA,MUBI SOUTH,ADAMAWA
MUGULBU/ YADAFA,MUBI SOUTH,ADAMAWA
NASSARAWO,MUBI SOUTH,ADAMAWA
NDUKU,MUBI SOUTH,ADAMAWA
BARE,NUMAN,ADAMAWA
BOLKI,NUMAN,ADAMAWA
GAMADIO,NUMAN,ADAMAWA
IMBURU,NUMAN,ADAMAWA
KODOMTI,NUMAN,ADAMAWA
NUMAN I,NUMAN,ADAMAWA
NUMAN II,NUMAN,ADAMAWA
NUMAN III,NUMAN,ADAMAWA
SABON PEGI,NUMAN,ADAMAWA
VULPI,NUMAN,ADAMAWA
BAKTA,SHELLENG,ADAMAWA
BODWAI,SHELLENG,ADAMAWA
GUNDO,SHELLENG,ADAMAWA
GWAPOPOLOK,SHELLENG,ADAMAWA
JUMBUL,SHELLENG,ADAMAWA
KETEMBERE,SHELLENG,ADAMAWA
KIRI,SHELLENG,ADAMAWA
LIBBO,SHELLENG,ADAMAWA
SHELLENG,SHELLENG,ADAMAWA
TALLUM,SHELLENG,ADAMAWA
DIRMA,SONG,ADAMAWA
DUMNE,SONG,ADAMAWA
GUDU MBOI,SONG,ADAMAWA
KILANGE FUNA,SONG,ADAMAWA
KILANGE HIRNA,SONG,ADAMAWA
SIGIRE,SONG,ADAMAWA
SUKTU,SONG,ADAMAWA
SONG GARI,SONG,ADAMAWA
SONG WAJE,SONG,ADAMAWA
WALTANDI,SONG,ADAMAWA
ZUMO,SONG,ADAMAWA
DAWO I,TOUNGO,ADAMAWA
DAWO II,TOUNGO,ADAMAWA
GUMTI,TOUNGO,ADAMAWA
KIRI I,TOUNGO,ADAMAWA
KIRI II,TOUNGO,ADAMAWA
KONGIN BABA I,TOUNGO,ADAMAWA
KONGIN BABA II,TOUNGO,ADAMAWA
TOUNGO I,TOUNGO,ADAMAWA
TOUNGO II,TOUNGO,ADAMAWA
TOUNGO III,TOUNGO,ADAMAWA
ALKALAWA,YOLA NORTH,ADAMAWA
AJIYA,YOLA NORTH,ADAMAWA
DOUBELI,YOLA NORTH,ADAMAWA
GWADABAWA,YOLA NORTH,ADAMAWA
JAMBUTU,YOLA NORTH,ADAMAWA
KAREWA,YOLA NORTH,ADAMAWA
LIMAWA,YOLA NORTH,ADAMAWA
LUGGERE,YOLA NORTH,ADAMAWA
NASSARAWO,YOLA NORTH,ADAMAWA
RUMDE,YOLA NORTH,ADAMAWA
YELWA,YOLA NORTH,ADAMAWA
ADARAWO,YOLA SOUTH,ADAMAWA
BAKO,YOLA SOUTH,ADAMAWA
BOLE YOLDE PATE,YOLA SOUTH,ADAMAWA
NAMTARI,YOLA SOUTH,ADAMAWA
NGURORE,YOLA SOUTH,ADAMAWA
MAKAMA 'A',YOLA SOUTH,ADAMAWA
MAKAMA 'B',YOLA SOUTH,ADAMAWA
MBAMBA,YOLA SOUTH,ADAMAWA
MBAMOI,YOLA SOUTH,ADAMAWA
TOUNGO,YOLA SOUTH,ADAMAWA
YOLDE KOHI,YOLA SOUTH,ADAMAWA
ABAK URBAN 1,ABAK,AKWA IBOM
ABAK URBAN 11,ABAK,AKWA IBOM
ABAK URBAN 111,ABAK,AKWA IBOM
ABAK URBAN 1V,ABAK,AKWA IBOM
AFAHA OBONG 1,ABAK,AKWA IBOM
AFAHA OBONG 11,ABAK,AKWA IBOM
MIDIM 1,ABAK,AKWA IBOM
MIDIM 11,ABAK,AKWA IBOM
OTORO 1,ABAK,AKWA IBOM
OTORO 11,ABAK,AKWA IBOM
OTORO 111,ABAK,AKWA IBOM
EASTERN OBOLO 1,EASTERN OBOLO,AKWA IBOM
EASTERN OBOLO 11,EASTERN OBOLO,AKWA IBOM
EASTERN OBOLO 111,EASTERN OBOLO,AKWA IBOM
EASTERN OBOLO 1V,EASTERN OBOLO,AKWA IBOM
EASTERN OBOLO V,EASTERN OBOLO,AKWA IBOM
EASTERN OBOLO V1,EASTERN OBOLO,AKWA IBOM
EASTERN OBOLO V11,EASTERN OBOLO,AKWA IBOM
EASTERN OBOLO V111,EASTERN OBOLO,AKWA IBOM
EASTERN OBOLO IX,EASTERN OBOLO,AKWA IBOM
EASTERN OBOLO X,EASTERN OBOLO,AKWA IBOM
URBAN 1,EKET,AKWA IBOM
URBAN 11,EKET,AKWA IBOM
URBAN 111,EKET,AKWA IBOM
URBAN 1V,EKET,AKWA IBOM
CENTRAL 1,EKET,AKWA IBOM
CENTRAL 11,EKET,AKWA IBOM
CENTRAL 111,EKET,AKWA IBOM
CENTRAL 1V,EKET,AKWA IBOM
CENTRAL V,EKET,AKWA IBOM
OKON 1,EKET,AKWA IBOM
OKON 11,EKET,AKWA IBOM
EKPENE OBO,ESIT EKET (UQUO),AKWA IBOM
EDOR,ESIT EKET (UQUO),AKWA IBOM
EBE EKPI,ESIT EKET (UQUO),AKWA IBOM
IKPA,ESIT EKET (UQUO),AKWA IBOM
UQUO,ESIT EKET (UQUO),AKWA IBOM
EBIGHI OKPONO,ESIT EKET (UQUO),AKWA IBOM
ETEBI IDUNG ASSAN,ESIT EKET (UQUO),AKWA IBOM
ETEBI AKWATA,ESIT EKET (UQUO),AKWA IBOM
AKPAUTONG,ESIT EKET (UQUO),AKWA IBOM
NTAK INYANG,ESIT EKET (UQUO),AKWA IBOM
ADIASIM,ESSIEN UDIM,AKWA IBOM
AFAHA,ESSIEN UDIM,AKWA IBOM
EKPEYONG 1,ESSIEN UDIM,AKWA IBOM
EKPEYONG 11,ESSIEN UDIM,AKWA IBOM
IKPE ANNANG,ESSIEN UDIM,AKWA IBOM
ODORO IKOT 1,ESSIEN UDIM,AKWA IBOM
ODORO IKOT 11,ESSIEN UDIM,AKWA IBOM
OKON,ESSIEN UDIM,AKWA IBOM
UKANA EAST,ESSIEN UDIM,AKWA IBOM
UKANA WEST 1,ESSIEN UDIM,AKWA IBOM
UKANA WEST 11,ESSIEN UDIM,AKWA IBOM
ETIM EKPO 1,ETIM EKPO,AKWA IBOM
ETIM EKPO 11,ETIM EKPO,AKWA IBOM
ETIM EKPO 111,ETIM EKPO,AKWA IBOM
ETIM EKPO 1V,ETIM EKPO,AKWA IBOM
ETIM EKPO V,ETIM EKPO,AKWA IBOM
ETIM EKPO V1,ETIM EKPO,AKWA IBOM
ETIM EKPO V11,ETIM EKPO,AKWA IBOM
ETIM EKPO V111,ETIM EKPO,AKWA IBOM
ETIM EKPO IX,ETIM EKPO,AKWA IBOM
ETIM EKPO X,ETIM EKPO,AKWA IBOM
ETINAN URBAN 1,ETINAN,AKWA IBOM
ETINAN URBAN 11,ETINAN,AKWA IBOM
ETINAN URBAN 111,ETINAN,AKWA IBOM
ETINAN URBAN 1V,ETINAN,AKWA IBOM
ETINAN URBAN V,ETINAN,AKWA IBOM
SOUTHERN IMAN 1,ETINAN,AKWA IBOM
SOUTHERN IMAN 11,ETINAN,AKWA IBOM
SOUTHERN IMAN 111,ETINAN,AKWA IBOM
SOUTHERN IMAN 1V,ETINAN,AKWA IBOM
NORTHERN IMAN 1,ETINAN,AKWA IBOM
NORTHERN IMAN 11,ETINAN,AKWA IBOM
IBENO 1,IBENO,AKWA IBOM
IBENO 11,IBENO,AKWA IBOM
IBENO 111,IBENO,AKWA IBOM
IBENO 1V,IBENO,AKWA IBOM
IBENO V,IBENO,AKWA IBOM
IBENO VI,IBENO,AKWA IBOM
IBENO V11,IBENO,AKWA IBOM
IBENO V111,IBENO,AKWA IBOM
IBENO IX,IBENO,AKWA IBOM
IBENO X,IBENO,AKWA IBOM
IBESIKPO 1,IBESIKPO ASUTAN,AKWA IBOM
IBESIKPO 11,IBESIKPO ASUTAN,AKWA IBOM
IBESIKPO 111,IBESIKPO ASUTAN,AKWA IBOM
IBESIKPO 1V,IBESIKPO ASUTAN,AKWA IBOM
IBESIKPO V,IBESIKPO ASUTAN,AKWA IBOM
ASUTAN 1,IBESIKPO ASUTAN,AKWA IBOM
ASUTAN 11,IBESIKPO ASUTAN,AKWA IBOM
ASUTAN 111,IBESIKPO ASUTAN,AKWA IBOM
ASUTAN 1V,IBESIKPO ASUTAN,AKWA IBOM
ASUTAN V,IBESIKPO ASUTAN,AKWA IBOM
IBIONO EASTERN 1,IBIONO IBOM,AKWA IBOM
IBIONO EASTERN 11,IBIONO IBOM,AKWA IBOM
IBIONO WESTERN 1,IBIONO IBOM,AKWA IBOM
IBIONO WESTERN 11,IBIONO IBOM,AKWA IBOM
IBIONO SOUTHERN 1,IBIONO IBOM,AKWA IBOM
IBIONO SOUTHERN 11,IBIONO IBOM,AKWA IBOM
IBIONO NORTHERN 1,IBIONO IBOM,AKWA IBOM
IBIONO NORTHERN 11,IBIONO IBOM,AKWA IBOM
IBIONO CENTRAL 1,IBIONO IBOM,AKWA IBOM
IBIONO CENTRAL 11,IBIONO IBOM,AKWA IBOM
IKPANYA,IBIONO IBOM,AKWA IBOM
URBAN 1,IKA,AKWA IBOM
URBAN 11,IKA,AKWA IBOM
ACHAN IKA,IKA,AKWA IBOM
ACHAN 11,IKA,AKWA IBOM
ACHAN 111,IKA,AKWA IBOM
ITO 1,IKA,AKWA IBOM
ITO 11,IKA,AKWA IBOM
ITO 111,IKA,AKWA IBOM
ODORO 1,IKA,AKWA IBOM
ODORO 11,IKA,AKWA IBOM
IKONO MIDDLE 1,IKONO,AKWA IBOM
IKONO MIDDLE 11,IKONO,AKWA IBOM
IKONO MIDDLE 111,IKONO,AKWA IBOM
IKONO MIDDLE 1V,IKONO,AKWA IBOM
IKONO SOUTH,IKONO,AKWA IBOM
NKWOT 1,IKONO,AKWA IBOM
NKWOT 11,IKONO,AKWA IBOM
NDIYA/IKOT IDAHA,IKONO,AKWA IBOM
EDIENE 1,IKONO,AKWA IBOM
EDIENE 11,IKONO,AKWA IBOM
1TAK,IKONO,AKWA IBOM
IKPA IBEKWE 1,IKOT ABASI,AKWA IBOM
IKPA IBEKWE 11,IKOT ABASI,AKWA IBOM
UKPUM ETE 1,IKOT ABASI,AKWA IBOM
UKPUM ETE 11,IKOT ABASI,AKWA IBOM
UKPUM OKON,IKOT ABASI,AKWA IBOM
EDEMAYA 1,IKOT ABASI,AKWA IBOM
EDEMAYA 11,IKOT ABASI,AKWA IBOM
EDEMAYA 111,IKOT ABASI,AKWA IBOM
IKPA NUNG ASANG 1,IKOT ABASI,AKWA IBOM
IKPA NUNG ASANG 11,IKOT ABASI,AKWA IBOM
IKOT EKPENE 1,IKOT EKPENE,AKWA IBOM
IKOT EKPENE 11,IKOT EKPENE,AKWA IBOM
IKOT EKPENE 111,IKOT EKPENE,AKWA IBOM
IKOT EKPENE 1V,IKOT EKPENE,AKWA IBOM
IKOT EKPENE V,IKOT EKPENE,AKWA IBOM
IKOT EKPENE V1,IKOT EKPENE,AKWA IBOM
IKOT EKPENE V11,IKOT EKPENE,AKWA IBOM
IKOT EKPENE V111,IKOT EKPENE,AKWA IBOM
IKOT EKPENE IX,IKOT EKPENE,AKWA IBOM
IKOT EKPENE X,IKOT EKPENE,AKWA IBOM
IKOT EKPENE X1,IKOT EKPENE,AKWA IBOM
IKPE 1,INI,AKWA IBOM
IKPE 11,INI,AKWA IBOM
ITU MBONUSO,INI,AKWA IBOM
NKARI,INI,AKWA IBOM
IWERRE,INI,AKWA IBOM
IKONO NORTH 1,INI,AKWA IBOM
IKONO NORTH 11,INI,AKWA IBOM
IKONO NORTH 111,INI,AKWA IBOM
ODORO UKWOK,INI,AKWA IBOM
USUK UKWOK,INI,AKWA IBOM
OKU IBOKU,ITU,AKWA IBOM
MBIASE/AYADEHE,ITU,AKWA IBOM
EAST ITAM 1,ITU,AKWA IBOM
EAST ITAM 11,ITU,AKWA IBOM
EAST ITAM 111,ITU,AKWA IBOM
EAST ITAM 1V,ITU,AKWA IBOM
EAST ITAM V,ITU,AKWA IBOM
WEST ITAM 1,ITU,AKWA IBOM
WEST ITAM 11,ITU,AKWA IBOM
WEST ITAM 111,ITU,AKWA IBOM
ENWANG 1,MBO,AKWA IBOM
ENWANG 11,MBO,AKWA IBOM
EBUGHU 1,MBO,AKWA IBOM
